scode,sname,securitytype,trademarket,latestnoticedate,reportdate,basiceps,cutbasiceps,totaloperatereve,ystz,yshz,parentnetprofit,sjltz,sjlhz,roeweighted,bps,mgjyxjje,xsmll,publishname,assigndscrpt,gxl,securitytypecode,trademarketcode,firstnoticedate
000783,长江证券,A股,深交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.13,-,1966019980.38,43.9139,4.414,701424884.14,64.5325,356.3473,2.47,5.20574984,0.206559,-,证券,-,-,058001001,069001002001,2021-04-30T00:00:00
000780,ST平能,A股,深交所风险警示板,2021-04-30T00:00:00,2021-03-31T00:00:00,-0.11,-,463133283.5,15.1234,-15.3084,-108070678.99,-4.0354,79.7073,-3.6,2.91479661,-0.070554,20.7026,煤炭行业,-,-,058001001,069001002005,2021-04-30T00:00:00
000778,新兴铸管,A股,深交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.1085,-,13263977839.72,61.9193,15.9509,432884702.84,20.4922,17.5997,1.94,5.63713408,0.00078,9.422,钢铁行业,-,-,058001001,069001002001,2021-04-30T00:00:00
000768,中航西飞,A股,深交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.0489,-,6678605127.69,1.1274,-34.0859,135303003.44,30.011,-57.9955,0.88,5.58366294,-2.088915,6.9339,航天航空,-,-,058001001,069001002001,2021-04-30T00:00:00
600831,广电网络,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.025,-,589846304.35,3.6929,-25.5377,17411903.44,161.305,6.2599,0.46,5.26832871,0.010021,33.2968,文化传媒,-,-,058001001,069001001001,2021-04-30T00:00:00
600827,百联股份,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.15,-,10338469605.27,7.9029,15.6569,272637851.86,1326.2265,-24.4506,1.49,9.91584214,0.521522,25.5826,商业百货,-,-,058001001,069001001001,2021-04-30T00:00:00
600825,新华传媒,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,-0.003,-,197858318.63,29.4433,-59.7767,-3293327.03,3.5986,98.9275,-0.14,2.29970498,0.001456,36.8411,文化传媒,-,-,058001001,069001001001,2021-04-30T00:00:00
600822,上海物贸,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.019,-,1210597667.64,54.1767,-36.5193,9428992.99,363.4639,-87.2837,1.19,1.60704747,-0.555461,6.9108,贸易行业,-,-,058001001,069001001001,2021-04-30T00:00:00
600821,金开新能,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.06,-,365946646.95,30.0435,9.3763,67657119.47,1022.3681,138.638,2.12,2.64194042,0.031907,61.6503,电力行业,-,-,058001001,069001001001,2021-04-30T00:00:00
600820,隧道股份,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.1,-,9247410007.67,50.8065,-56.2168,328642896.05,26.4894,-67.297,1.41,7.4277169,-2.170567,12.3587,工程建设,-,-,058001001,069001001001,2021-04-30T00:00:00
600819,耀皮玻璃,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.05,-,1002082298.61,54.0841,-17.2087,46527199.69,283.6113,-30.9337,1.34,3.73280848,0.009461,19.9759,玻璃玻纤,-,-,058001001,069001001001,2021-04-30T00:00:00
600816,ST安信,A股,上交所风险警示板,2021-04-30T00:00:00,2021-03-31T00:00:00,-0.133,-,58667217.02,29.2347,-67.5814,-727243101.51,-9.2855,75.1196,-137.4,0.03029034,-0.002852,-,多元金融,-,-,058001001,069001001003,2021-04-30T00:00:00
600811,东方集团,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.0506,-,3081688361.09,12.9652,-28.9353,185114623.99,-18.5818,177.9569,0.87,5.73860316,0.058203,4.1383,农牧饲渔,-,-,058001001,069001001001,2021-04-30T00:00:00
601788,光大证券,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.15,-,3327363196.96,18.0639,-35.9544,696691061.76,-36.882,171.3879,1.33,11.05679318,1.465698,-,证券,-,-,058001001,069001001001,2021-04-30T00:00:00
601688,华泰证券,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.37,-,8788102984.35,28.0195,23.6208,3309029023.41,14.5772,66.8274,2.54,14.54258564,0.314612,-,证券,-,-,058001001,069001001001,2021-04-30T00:00:00
601901,方正证券,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.11,0.11,2048606121.69,5.8337,12.7301,888527806.05,134.5272,330.2278,2.22,4.90020251,0.145727,-,证券,-,-,058001001,069001001001,2021-04-30T00:00:00
601377,兴业证券,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.1785,-,5504873069.5,52.4963,34.8092,1195356530.13,340.5645,22.6902,3.12,5.79839379,1.190419,-,证券,-,-,058001001,069001001001,2021-04-30T00:00:00
603566,普莱柯,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.28,-,308684677.37,59.8105,9.8218,86849170.37,46.2087,29.1012,4.95,5.58792163,-0.045303,68.2881,农药兽药,-,-,058001001,069001001001,2021-04-30T00:00:00
002905,金逸影视,A股,深交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.04,-,482847174.07,625.8553,30.7545,16794230.66,110.9671,116.8371,1.15,2.47096327,0.795166,25.3152,文化传媒,-,-,058001001,069001002001,2021-04-30T00:00:00
603100,川仪股份,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.38,-,1029676881.01,60.0234,-19.7912,150237463.36,507.4397,-18.5739,5.37,7.26965153,-0.249376,36.1349,仪器仪表,-,-,058001001,069001001001,2021-04-30T00:00:00
600917,重庆燃气,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.06,-,2001367618.43,35.175,-6.4715,94628680.77,78.0393,12.8285,2.1,2.89719835,0.107347,9.114,燃气,-,-,058001001,069001001001,2021-04-30T00:00:00
688318,财富趋势,A股,上交所科创板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.78,-,60561862.51,83.7258,-54.1804,51936819.51,151.5304,-55.4013,1.78,44.25764982,0.111075,83.0656,软件开发,-,-,058001001,069001001006,2021-04-30T00:00:00
002565,顺灏股份,A股,深交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.0011,-,448696717.07,69.7224,-6.2642,1159975.35,114.6167,-10.3815,0.06,1.83933802,0.09735,20.1577,包装材料,-,-,058001001,069001002001,2021-04-30T00:00:00
300159,新研股份,A股,深交所创业板,2021-04-30T00:00:00,2021-03-31T00:00:00,-0.0295,-,106717224.16,-9.5523,-69.7439,-43961113.68,-295.9731,98.0453,-0.03,1.00400876,-0.014022,17.3966,航天航空,-,-,058001001,069001002002,2021-04-30T00:00:00
601208,东材科技,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.14,-,746533732.06,90.1932,112.926,84956803.84,250.8718,71.7295,3.31,4.16583395,-0.024825,27.0049,塑料制品,-,-,058001001,069001001001,2021-04-30T00:00:00
002451,摩恩电气,A股,深交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.006,-,167047155.73,169.738,-6.71,2652607.21,128.3612,-86.3268,0.38,1.61091887,-0.127768,11.4288,电网设备,-,-,058001001,069001002001,2021-04-30T00:00:00
002445,中南文化,A股,深交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.12,-,103794368.54,42.0154,-14.9525,281773890.6,465.9191,-56.1552,16.58,0.7900487,-0.016465,21.2532,游戏,-,-,058001001,069001002001,2021-04-30T00:00:00
300076,GQY视讯,A股,深交所创业板,2021-04-30T00:00:00,2021-03-31T00:00:00,-0.01,-,29219676.74,23.6608,-65.2471,-3765562.28,-181.8775,-207.0301,-0.37,2.42446569,-0.325071,13.2891,光学光电子,-,-,058001001,069001002002,2021-04-30T00:00:00
002441,众业达,A股,深交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.23,-,2488747106.72,70.2761,-19.6965,124516443.55,42.8363,6292.6525,3.04,7.63897379,-0.684109,13.7872,电网设备,-,-,058001001,069001002001,2021-04-30T00:00:00
002644,佛慈制药,A股,深交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.0472,-,177434087.22,28.6086,7.0517,24088036.02,81.045,527.8097,1.5,3.16307761,0.057751,31.2284,中药,-,-,058001001,069001002001,2021-04-30T00:00:00
300078,思创医惠,A股,深交所创业板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.04,-,329145737.18,-1.2534,-25.7463,31462503.73,42.1595,12.8186,1.01,3.42759785,-0.207464,39.714,互联网服务,-,-,058001001,069001002002,2021-04-30T00:00:00
002622,融钰集团,A股,深交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,-0.0038,-,16635191.36,93.8013,-70.3618,-3191400.03,-134.0799,98.8154,-0.37,1.02825474,0.004845,35.1695,电网设备,-,-,058001001,069001002001,2021-04-30T00:00:00
002424,贵州百灵,A股,深交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.04,-,753124230.9,-3.103,-29.7499,62256060.18,-26.2294,820.928,1.59,2.79628416,-0.00925,56.152,中药,-,-,058001001,069001002001,2021-04-30T00:00:00
002408,齐翔腾达,A股,深交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.38,-,8700922944.27,85.229,4.1676,666800195.8,237.0064,253.2125,7.15,5.45729322,0.367286,12.0016,化学制品,-,-,058001001,069001002001,2021-04-30T00:00:00
002390,信邦制药,A股,深交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.05,-,1460050741.08,17.2148,-6.7705,72181104.84,654.536,43.4665,1.46,2.99330338,0.038218,21.08,中药,-,-,058001001,069001002001,2021-04-30T00:00:00
002361,神剑股份,A股,深交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.0348,-,467390758.22,62.9357,-27.7402,28204671.57,158.5782,-2.7351,1.57,2.16760808,-0.127059,18.1003,塑料制品,-,-,058001001,069001002001,2021-04-30T00:00:00
002366,台海核电,A股,深交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,-0.05,-,110366384.89,19.6555,-0.9529,-43880656.77,27.1792,96.2828,-5.5,0.89325942,0.047561,-12.6775,电源设备,-,-,058001001,069001002001,2021-04-30T00:00:00
601106,中国一重,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.0055,-,3651216757.07,14.7104,-44.6095,37447231.91,10.6515,-49.7858,0.3358,1.62929672,-0.14393,12.9063,专用设备,-,-,058001001,069001001001,2021-04-30T00:00:00
002388,新亚制程,A股,深交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.0272,-,583692579.68,39.2725,51.8714,13706996.41,44.9581,-60.3594,1.13,2.42458909,-0.730019,8.7169,电子元件,-,-,058001001,069001002001,2021-04-30T00:00:00
002595,豪迈科技,A股,深交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.3029,-,1444911113.09,34.0938,-0.4254,242350681.47,26.7444,17.3012,4.11,7.52503544,-0.390025,28.1618,专用设备,-,-,058001001,069001002001,2021-04-30T00:00:00
002629,ST仁智,A股,深交所风险警示板,2021-04-30T00:00:00,2021-03-31T00:00:00,-0.013,-,23150585.99,199.6817,-59.1061,-5242022.75,14.753,-171.2475,-17.04,0.06848492,-0.066543,6.8401,采掘行业,-,-,058001001,069001002005,2021-04-30T00:00:00
002354,天神娱乐,A股,深交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.0111,-,282524821.27,30.7362,15.7963,18438592.26,125.9829,-94.7352,0.66,1.68429012,-0.043317,34.9054,游戏,-,-,058001001,069001002001,2021-04-30T00:00:00
002355,兴民智通,A股,深交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.01,-,422071441.84,65.7371,-0.0904,3709429.22,111.2071,101.8254,0.15,3.96788757,-0.140754,4.6701,汽车零部件,-,-,058001001,069001002001,2021-04-30T00:00:00
601515,东风股份,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.18,-,971214726.53,10.2184,5.1306,245967834.69,33.0726,30.9339,5.42,3.4540579,0.077906,33.8541,包装材料,-,-,058001001,069001001001,2021-04-30T00:00:00
002345,潮宏基,A股,深交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.12,-,1120313555.83,82.5954,24.7171,105247253.09,562.4696,78.5318,2.93,3.91182247,-0.022438,35.9617,珠宝首饰,-,-,058001001,069001002001,2021-04-30T00:00:00
603333,尚纬股份,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.004,-,360699896.27,75.2014,-13.4682,2093122.36,113.9102,107.1022,0.14,2.86003962,-0.321408,14.1941,电网设备,-,-,058001001,069001001001,2021-04-30T00:00:00
002329,皇氏集团,A股,深交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.0061,-,601432679.9,71.8316,-23.0315,5137107.53,111.5656,103.0343,0.25,2.43658131,0.063542,22.4073,食品饮料,-,-,058001001,069001002001,2021-04-30T00:00:00
002323,*ST雅博,A股,深交所风险警示板,2021-04-30T00:00:00,2021-03-31T00:00:00,-0.0092,-,25877407.21,-49.2081,-53.2583,-6861673.92,-70.3253,85.3545,-13.34,0.06432324,0.001809,25.5199,装修建材,-,-,058001001,069001002005,2021-04-30T00:00:00
002339,积成电子,A股,深交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,-0.06,-,237950739.04,65.5601,-77.0189,-28889814.57,51.949,-143.0579,-1.59,3.52208541,-0.546088,34.9212,电网设备,-,-,058001001,069001002001,2021-04-30T00:00:00
002666,德联集团,A股,深交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.07,-,1093389393.21,102.9685,-33.3544,54790648.86,189.074,-45.1672,1.7,4.29729303,-0.194299,12.8232,化学制品,-,-,058001001,069001002001,2021-04-30T00:00:00
601636,旗滨集团,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.3276,-,2922295774.21,124.9614,-5.3985,880131033.61,448.1387,44.4104,8.87,3.8682441,0.324552,51.7037,玻璃玻纤,-,-,058001001,069001001001,2021-04-30T00:00:00
002421,达实智能,A股,深交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.0273,-,617423290.31,40.7417,-45.0496,52385035.99,132.8453,-49.9194,1.66,1.63641618,-0.116249,29.5966,互联网服务,-,-,058001001,069001002001,2021-04-30T00:00:00
601519,大智慧,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,-0.001,-,161991259.77,54.7538,-36.2758,-2911872.41,92.486,-105.1153,-0.19,0.76136848,-0.032179,59.6082,软件开发,-,-,058001001,069001001001,2021-04-30T00:00:00
002439,启明星辰,A股,深交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,-0.08,-,505814255.37,120.1772,-77.0464,-75428423.35,4.9401,-110.2599,-1.27,6.35071415,0.049579,60.7428,软件开发,-,-,058001001,069001002001,2021-04-30T00:00:00
601216,君正集团,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.1309,-,4075873091.99,14.3729,-0.548,1104432265.6,75.5445,-59.5502,5.18,2.58933658,0.009926,35.0079,化学原料,-,-,058001001,069001001001,2021-04-30T00:00:00
002315,焦点科技,A股,深交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.06,-,330712508.4,40.1282,4.2557,19491415.31,195.8744,-46.3869,0.87,7.49948724,-0.030352,76.3842,互联网服务,-,-,058001001,069001002001,2021-04-30T00:00:00
002640,*ST跨境,A股,深交所风险警示板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.03,-,3111302473.28,-30.8096,-23.0178,47747180.99,-63.6317,101.2746,4.27,0.65671201,-0.008228,27.5634,贸易行业,-,-,058001001,069001002005,2021-04-30T00:00:00
601996,丰林集团,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.016,-,390719674.35,171.63,-23.4807,17786519.0,252.9346,-72.6966,0.62,2.48786258,0.096286,24.8666,装修建材,-,-,058001001,069001001001,2021-04-30T00:00:00
601886,江河集团,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.19,-,3100321729.63,33.6095,-49.1414,209919967.25,848.0648,-61.9886,2.33,8.17313733,-1.302615,16.2193,装修装饰,-,-,058001001,069001001001,2021-04-30T00:00:00
002506,协鑫集成,A股,深交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,-0.015,-,1072364216.23,-24.6086,-22.8636,-89779622.47,35.5366,96.2101,-2.1,0.71076998,-0.042821,10.6535,光伏设备,-,-,058001001,069001002001,2021-04-30T00:00:00
002547,春兴精工,A股,深交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,-0.06,-,620591508.5,-52.529,21.5942,-64800504.08,36.8674,90.756,-3.71,1.41680929,0.032817,12.2884,消费电子,-,-,058001001,069001002001,2021-04-30T00:00:00
002524,光正眼科,A股,深交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.08,-,191740938.17,107.718,-36.6827,40468120.27,194.8098,229.4678,11.72,0.67395768,-0.033386,34.3118,医疗服务,-,-,058001001,069001002001,2021-04-30T00:00:00
601179,中国西电,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.02,-,3157411310.2,27.1255,-50.7157,88462281.43,178.7452,192.847,0.445,3.88533997,-0.097196,15.5087,电网设备,-,-,058001001,069001001001,2021-04-30T00:00:00
002656,ST摩登,A股,深交所风险警示板,2021-04-30T00:00:00,2021-03-31T00:00:00,-0.0227,-,117564797.32,-37.4968,-14.6037,-16153698.64,60.2149,-7887.1401,-2.15,1.02705081,0.164619,58.8563,纺织服装,-,-,058001001,069001002005,2021-04-30T00:00:00
002498,汉缆股份,A股,深交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.03,-,1157630985.84,21.75,-42.9253,115485164.38,35.6783,37.7116,2.03,1.74940166,0.048951,20.9117,电网设备,-,-,058001001,069001002001,2021-04-30T00:00:00
002382,蓝帆医疗,A股,深交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,1.69,-,3166685727.29,253.0061,-1.4857,1718386049.59,1086.8882,1425.1341,15.32,11.87406769,1.066176,68.8297,医疗器械,-,-,058001001,069001002001,2021-04-30T00:00:00
002589,瑞康医药,A股,深交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.05,-,5764538064.3,0.0156,-19.9291,81657820.38,-13.0336,272.2143,1.09,4.99385593,0.082864,18.7524,医药商业,-,-,058001001,069001002001,2021-04-30T00:00:00
002462,嘉事堂,A股,深交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.28,-,5810550826.94,43.5094,-16.6058,81829097.05,60.511,12.6909,2.23,12.72085797,0.739459,8.6953,医药商业,-,-,058001001,069001002001,2021-04-30T00:00:00
002496,ST辉丰,A股,深交所风险警示板,2021-04-30T00:00:00,2021-03-31T00:00:00,-0.009,-,437379664.69,67.1582,4.6309,-13026209.6,82.7581,97.0318,-0.53,1.63838828,-0.003241,18.7191,农药兽药,-,-,058001001,069001002005,2021-04-30T00:00:00
601618,中国中冶,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.1,-,94423385000.0,29.8364,-28.5438,2137039000.0,12.9448,-34.3425,2.74,3.8361431,-0.626682,11.4404,工程建设,-,-,058001001,069001001001,2021-04-30T00:00:00
002591,恒大高新,A股,深交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.0347,-,139850886.85,50.6914,119.398,10551236.99,-32.0491,101.9448,1.38,2.52353674,0.036693,22.5471,综合行业,-,-,058001001,069001002001,2021-04-30T00:00:00
002369,卓翼科技,A股,深交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,-0.05,-,697922449.06,7.749,-3.2702,-27915040.24,-24.6945,95.293,-2.03,2.35704701,-0.169433,9.2166,消费电子,-,-,058001001,069001002001,2021-04-30T00:00:00
002633,申科股份,A股,深交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.0074,-,39671114.04,48.7078,3.6248,1102865.66,114.4797,104.3149,0.23,3.21924233,-0.050979,28.5814,通用设备,-,-,058001001,069001002001,2021-04-30T00:00:00
601989,中国重工,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.009,-,7123628920.79,57.1361,-29.722,203452095.45,101.2178,155.1402,0.24,3.74328428,-0.013753,10.0169,船舶制造,-,-,058001001,069001001001,2021-04-30T00:00:00
002638,勤上股份,A股,深交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.001,-,339806162.67,43.0226,19.5696,1530180.75,335.8569,-97.6409,0.04,2.38169551,-0.096401,16.2207,教育,-,-,058001001,069001002001,2021-04-30T00:00:00
002356,*ST赫美,A股,深交所风险警示板,2021-04-30T00:00:00,2021-03-31T00:00:00,-0.1505,-,103990884.13,32.8427,-35.3792,-79423038.83,7.0355,77.4249,0.0,-4.44432757,-9.8e-05,27.9184,珠宝首饰,-,-,058001001,069001002005,2021-04-30T00:00:00
002652,扬子新材,A股,深交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.0063,-,261140019.56,-36.4248,148.3584,3235669.34,128.2501,103.1891,1.0,0.63198942,0.162399,7.4711,装修建材,-,-,058001001,069001002001,2021-04-30T00:00:00
002440,闰土股份,A股,深交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.15,-,1416761800.01,23.9191,-9.9852,176455249.39,-23.4031,-23.741,1.92,8.04719875,0.050198,27.4511,化学制品,-,-,058001001,069001002001,2021-04-30T00:00:00
601933,永辉超市,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,-,-,26334479484.1,-9.9878,28.2766,23318449.4,-98.5124,109.9692,0.15,1.61717575,0.151117,20.198,商业百货,-,-,058001001,069001001001,2021-04-30T00:00:00
002428,云南锗业,A股,深交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.024,-,109278181.93,-32.377,-36.2937,15522585.11,1162.3677,14.3063,1.06,2.25209995,0.116006,18.2979,小金属,-,-,058001001,069001002001,2021-04-30T00:00:00
002489,浙江永强,A股,深交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.11,-,2736823737.52,35.3619,63.978,234770779.19,-28.2583,405.7344,6.06,1.80930524,0.165036,20.7302,装修建材,-,-,058001001,069001002001,2021-04-30T00:00:00
601700,风范股份,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.02,-,436497274.8,-5.4757,-51.5349,28196296.07,63.8912,-73.8453,1.08,2.32122327,-0.196811,19.6033,电网设备,-,-,058001001,069001001001,2021-04-30T00:00:00
601258,庞大集团,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.045,-,7213883797.0,99.4189,-12.505,463076006.0,396.2615,-7.9617,4.09,1.11722364,-0.016329,6.6283,汽车服务,-,-,058001001,069001001001,2021-04-30T00:00:00
601218,吉鑫科技,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.0269,-,345746891.39,13.8235,-47.9141,26275778.99,25.0338,-58.6666,1.12,2.61325295,-0.068379,26.6906,风电设备,-,-,058001001,069001001001,2021-04-30T00:00:00
002576,通达动力,A股,深交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.1751,-,420678849.65,47.1386,9.0687,28915261.28,382.6514,0.1493,2.91,6.0971409,0.031038,15.9816,电机,-,-,058001001,069001002001,2021-04-30T00:00:00
002406,远东传动,A股,深交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.13,-,649611474.51,93.5632,11.294,83061076.45,67.1501,12.1414,2.45,5.30320112,0.091486,26.1157,汽车零部件,-,-,058001001,069001002001,2021-04-30T00:00:00
002405,四维图新,A股,深交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,-0.022,-,519179587.92,31.5743,-16.0093,-45189086.43,37.7501,60.6897,-0.5,5.11868128,-0.078221,60.8878,软件开发,-,-,058001001,069001002001,2021-04-30T00:00:00
002383,合众思壮,A股,深交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,-0.1,-,377464103.01,50.0446,-36.8467,-73890227.24,40.6178,91.5242,-4.46,2.18385536,-0.056831,52.0333,计算机设备,-,-,058001001,069001002001,2021-04-30T00:00:00
002663,普邦股份,A股,深交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,-0.005,-,467692221.66,57.9614,-48.635,-8498788.76,75.7539,95.8692,-0.22,2.14028416,-0.081234,5.693,工程建设,-,-,058001001,069001002001,2021-04-30T00:00:00
002368,太极股份,A股,深交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.034,-,1566970738.72,14.7636,-58.8535,19723624.84,40.6845,-93.213,0.56,5.78360372,-3.391385,24.2247,互联网服务,-,-,058001001,069001002001,2021-04-30T00:00:00
002636,金安国纪,A股,深交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.354,-,1339212907.79,119.143,7.7221,258053337.95,657.8001,193.3999,8.67,4.26574746,0.189604,29.3624,电子元件,-,-,058001001,069001002001,2021-04-30T00:00:00
002299,圣农发展,A股,深交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.0646,-,3087332578.28,3.3949,-18.6315,80136475.53,-88.5637,-65.9004,0.84,7.72775538,0.061619,8.7983,农牧饲渔,-,-,058001001,069001002001,2021-04-30T00:00:00
601668,中国建筑,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.27,-,404730157000.0,53.4053,-24.8994,11014174000.0,45.4521,-20.23,3.57,7.18136897,-1.090935,8.7795,工程建设,-,-,058001001,069001001001,2021-04-30T00:00:00
002269,美邦服饰,A股,深交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.048,-,797378045.85,-13.4036,-29.3959,121468967.54,155.4088,179.055,9.79,0.52031896,0.023013,45.0615,纺织服装,-,-,058001001,069001002001,2021-04-30T00:00:00
002276,万马股份,A股,深交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,-0.0409,-,2297826363.82,79.4663,-14.1322,-40741043.08,54.7974,-181.6567,-0.91,4.24085787,-0.565233,11.758,电网设备,-,-,058001001,069001002001,2021-04-30T00:00:00
002255,海陆重工,A股,深交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.0893,-,352930447.31,69.7168,-51.3197,75222499.25,114.9188,-38.9432,2.6,3.47345983,-0.078153,27.1225,电源设备,-,-,058001001,069001002001,2021-04-30T00:00:00
002228,合兴包装,A股,深交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.05,-,3748503032.25,94.1252,-4.7534,61118059.96,66.1655,-15.4575,1.76,2.7988547,0.098819,9.6805,包装材料,-,-,058001001,069001002001,2021-04-30T00:00:00
002256,兆新股份,A股,深交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,-0.02,-,80234911.84,4.3142,-33.2461,-37460350.41,-29.3572,-128.3339,-2.27,0.86822586,-0.000544,29.4093,电网设备,-,-,058001001,069001002001,2021-04-30T00:00:00
601186,中国铁建,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.31,-,233954738000.0,61.234,-18.2882,5005139000.0,68.501,-33.3872,2.23,14.00254353,-3.691977,7.4394,工程建设,-,-,058001001,069001001001,2021-04-30T00:00:00
002260,*ST德奥,A股,深交所风险警示板,2021-04-30T00:00:00,2021-03-31T00:00:00,-0.02,-,158169255.02,221.6196,-25.3894,-10364180.95,-133.1709,-106.2073,-1.32,1.40014919,-0.05193,5.994,家电行业,-,-,058001001,069001002005,2021-04-30T00:00:00
002583,海能达,A股,深交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,-0.08,-,874715368.98,-42.9243,-49.7715,-149364895.68,-158.098,-31.0867,-2.43,3.30632297,0.035319,46.478,通信设备,-,-,058001001,069001002001,2021-04-30T00:00:00
