scode,sname,securitytype,trademarket,latestnoticedate,reportdate,basiceps,cutbasiceps,totaloperatereve,ystz,yshz,parentnetprofit,sjltz,sjlhz,roeweighted,bps,mgjyxjje,xsmll,publishname,assigndscrpt,gxl,securitytypecode,trademarketcode,firstnoticedate
002669,康达新材,A股,深交所主板,2021-06-23T00:00:00,2021-03-31T00:00:00,0.12,-,386637642.5,79.8183,-37.013,30221561.79,36.8616,1.7128,1.3,9.256356,-0.128318,24.8392,化学制品,-,-,058001001,069001002001,2021-04-27T00:00:00
688038,中科通达,A股,上交所科创板,2021-06-23T00:00:00,2021-03-31T00:00:00,0.06,0.0529,62543237.82,179.9848,-74.8528,5183500.39,97.3413,-82.9325,1.02,5.83558525,-0.654717,32.9052,软件开发,-,-,058001001,069001001006,2021-06-23T00:00:00
301023,江南奕帆,A股,深交所创业板,2021-06-23T00:00:00,2021-03-31T00:00:00,0.49,0.46,40077348.5,44.6269,-22.1862,13718591.01,35.629,-20.2042,5.09,9.87788983,0.294482,47.6104,电机,-,-,058001001,069001002002,2021-06-23T00:00:00
688799,华纳药厂,A股,上交所科创板,2021-06-23T00:00:00,2021-03-31T00:00:00,0.48,0.38,237148716.11,29.7263,-24.2999,33477451.3,38.0044,-38.2846,4.92,9.90792674,0.616441,72.1368,化学制药,-,-,058001001,069001001006,2021-06-23T00:00:00
605020,永和股份,A股,上交所主板,2021-06-22T00:00:00,2021-03-31T00:00:00,0.25,-,607201218.77,29.6083,17.5025,50100546.54,17.1719,100.7034,-,6.92576511,0.102189,25.3247,化学制品,-,-,058001001,069001001001,2021-06-22T00:00:00
688789,宏华数科,A股,上交所科创板,2021-06-21T00:00:00,2021-03-31T00:00:00,0.98,0.98,220556420.82,71.4224,-20.6731,55889660.23,55.1903,-14.1053,7.25,14.01783155,-0.074084,41.8258,专用设备,-,-,058001001,069001001006,2021-06-21T00:00:00
301039,中集车辆,A股,深交所创业板,2021-06-21T00:00:00,2021-03-31T00:00:00,0.11,0.11,6869738891.92,68.2537,-10.7541,202857700.67,130.1565,-23.4229,2.02,5.75683371,0.008352,11.2912,汽车整车,-,-,058001001,069001002002,2021-06-21T00:00:00
688087,英科再生,A股,上交所科创板,2021-06-18T00:00:00,2021-03-31T00:00:00,0.43,0.42,414548966.01,68.9647,-21.8152,42822697.45,14394.1302,5.9712,4.34,10.06758043,0.878643,33.6486,塑料制品,-,-,058001001,069001001006,2021-06-18T00:00:00
300540,深冷股份,A股,深交所创业板,2021-06-17T00:00:00,2021-03-31T00:00:00,-0.0424,-,33893883.38,3.681,-85.4044,-5293051.17,45.09,-305.8333,-0.94,4.5071676,-0.162897,23.5261,专用设备,-,-,058001001,069001002002,2021-04-29T00:00:00
601665,齐鲁银行,A股,上交所主板,2021-06-17T00:00:00,2021-03-31T00:00:00,0.18,0.18,2232201000.0,14.3587,7.2084,752937000.0,8.2147,12.3235,3.36,5.54811934,-0.286393,-,银行,-,-,058001001,069001001001,2021-04-30T00:00:00
001210,金房节能,A股,深交所主板,2021-06-17T00:00:00,2021-03-31T00:00:00,1.53,1.38,436650770.4,3.5898,40.4571,103981999.91,12.0357,83.7038,18.05,9.22918629,-1.785404,30.0864,公用事业,-,-,058001001,069001002001,2021-06-17T00:00:00
301022,海泰科,A股,深交所创业板,2021-06-16T00:00:00,2021-03-31T00:00:00,0.2115,0.1941,107493453.62,8.2457,-19.4609,10150994.76,-27.2448,-48.6561,2.87,7.47402357,0.282347,27.3533,汽车零部件,-,-,058001001,069001002002,2021-06-16T00:00:00
688226,威腾电气,A股,上交所科创板,2021-06-16T00:00:00,2021-03-31T00:00:00,0.13,0.12,265142144.08,136.722,-17.9078,14681958.61,405.2621,-24.2856,2.38,5.33663989,-0.293605,20.5011,电网设备,-,-,058001001,069001001006,2021-06-16T00:00:00
605287,德才股份,A股,上交所主板,2021-06-16T00:00:00,2021-03-31T00:00:00,0.73,0.58,698041168.81,-,-51.2807,54476057.68,-,-0.2247,7.79,9.68167996,1.278855,12.1993,装修装饰,-,-,058001001,069001001001,2021-06-16T00:00:00
605162,新中港,A股,上交所主板,2021-06-16T00:00:00,2021-03-31T00:00:00,0.06,0.06,141506212.22,-,-22.8869,20059572.51,-,-58.1967,3.32,1.91641199,0.019914,25.581,公用事业,-,-,058001001,069001001001,2021-06-16T00:00:00
301021,英诺激光,A股,深交所创业板,2021-06-16T00:00:00,2021-03-31T00:00:00,0.1721,0.088,86081994.81,100.1664,-30.1715,19562925.67,561.7927,-45.9175,3.25,5.38919249,-0.051466,52.3877,电子元件,-,-,058001001,069001002002,2021-06-16T00:00:00
301020,密封科技,A股,深交所创业板,2021-06-16T00:00:00,2021-03-31T00:00:00,0.28,0.27,140578880.68,81.6659,-5.4374,30378491.55,148.0698,12.7716,7.45,3.85209008,0.405423,41.2082,汽车零部件,-,-,058001001,069001002002,2021-06-16T00:00:00
300658,延江股份,A股,深交所创业板,2021-06-15T00:00:00,2021-03-31T00:00:00,0.041,-,296583656.56,8.0622,-6.6096,6212367.4,-84.0273,138.3411,0.57,7.26632603,0.271842,23.6236,美容护理,-,-,058001001,069001002002,2021-04-28T00:00:00
301019,宁波色母,A股,深交所创业板,2021-06-15T00:00:00,2021-03-31T00:00:00,0.39,0.38,119195750.17,50.8547,-7.5297,23543439.48,55.0752,-43.4694,6.27,6.45751404,0.124751,36.081,塑料制品,-,-,058001001,069001002002,2021-06-15T00:00:00
688239,航宇科技,A股,上交所科创板,2021-06-15T00:00:00,2021-03-31T00:00:00,0.31,0.27,196956315.19,51.4944,-10.1577,32512446.86,96.4163,36.1249,5.71,5.57462894,0.131325,32.7591,航天航空,-,-,058001001,069001001006,2021-06-15T00:00:00
301018,申菱环境,A股,深交所创业板,2021-06-15T00:00:00,2021-03-31T00:00:00,0.02,0.0029,197248382.94,120.0661,-69.9028,4268178.76,132.849,-93.9934,0.45,4.96907514,0.061727,34.4134,专用设备,-,-,058001001,069001002002,2021-06-15T00:00:00
000010,美丽生态,A股,深交所主板,2021-06-11T00:00:00,2021-03-31T00:00:00,0.0019,-,228063060.96,224.562,-64.0048,1581357.59,113.5272,-88.5558,0.15,0.60191041,-0.049697,17.7662,工程建设,-,-,058001001,069001002001,2021-04-30T00:00:00
300947,德必集团,A股,深交所创业板,2021-06-11T00:00:00,2021-03-31T00:00:00,0.46,-,221025561.39,3.3776,-0.3501,20676268.99,-33.6384,-33.8608,2.25,24.79652011,1.994666,36.9936,文化传媒,-,-,058001001,069001002002,2021-04-27T00:00:00
300152,科融环境,A股,深交所创业板,2021-06-10T00:00:00,2021-03-31T00:00:00,-0.0133,-,25245077.4,-44.1506,-89.5836,-9452427.31,58.7158,-120.0171,-1.43,1.03870664,0.00562,18.9714,环保行业,-,-,058001001,069001002002,2021-04-20T00:00:00
301016,雷尔伟,A股,深交所创业板,2021-06-10T00:00:00,2021-03-31T00:00:00,0.42,1.68,141661329.57,30.4446,42.1084,38052314.1,40.0466,37.2475,36.48,4.89150016,-0.514808,47.4038,交运设备,-,-,058001001,069001002002,2021-06-10T00:00:00
601921,浙版传媒,A股,上交所主板,2021-06-10T00:00:00,2021-03-31T00:00:00,0.03,0.03,2057512229.65,94.5261,-49.1965,64539887.97,170.6197,-89.0042,0.76,4.27280234,0.282026,24.7044,文化传媒,-,-,058001001,069001001001,2021-06-10T00:00:00
688161,威高骨科,A股,上交所科创板,2021-06-10T00:00:00,2021-03-31T00:00:00,-,-,421079777.39,46.7124,-25.0631,111218959.3,101.5148,-36.5151,-,7.15672785,0.177421,84.4693,医疗器械,-,-,058001001,069001001006,2021-06-10T00:00:00
688499,利元亨,A股,上交所科创板,2021-06-10T00:00:00,2021-03-31T00:00:00,0.68,-,523588033.44,201.9624,13.0921,44943854.27,580.6975,-8.1152,-,16.57142314,0.75604,36.0232,专用设备,-,-,058001001,069001001006,2021-06-10T00:00:00
301017,漱玉平民,A股,深交所创业板,2021-06-10T00:00:00,2021-03-31T00:00:00,0.1,0.09,1184719395.97,5.7774,-9.0949,37620141.84,195.4712,-59.6838,2.44,4.26947921,0.245275,28.431,医药商业,-,-,058001001,069001002002,2021-06-10T00:00:00
605056,咸亨国际,A股,上交所主板,2021-06-09T00:00:00,2021-03-31T00:00:00,0.05,0.05,301469184.53,151.1053,-58.2443,17497479.71,521.8771,-84.1881,1.82,2.68985411,0.028845,36.7893,仪器仪表,-,-,058001001,069001001001,2021-06-09T00:00:00
600905,三峡能源,A股,上交所主板,2021-06-09T00:00:00,2021-03-31T00:00:00,0.0747,0.0743,3812417665.76,43.0816,18.5199,1494905518.52,51.4083,86.9348,3.5,2.17040402,0.095791,64.5077,电力行业,-,-,058001001,069001001001,2021-04-30T00:00:00
301015,百洋医药,A股,深交所创业板,2021-06-09T00:00:00,2021-03-31T00:00:00,0.18,0.18,1625788385.97,68.0714,-9.7912,86033443.6,292.6268,-23.751,5.68,3.29655771,-0.248761,21.7176,医药商业,-,-,058001001,069001002002,2021-06-09T00:00:00
688367,工大高科,A股,上交所科创板,2021-06-08T00:00:00,2021-03-31T00:00:00,-0.003,-0.06,9041109.19,67.0594,-91.6879,-165371.45,47.8656,-100.5383,-0.06,4.28999769,-0.074326,27.9441,交运设备,-,-,058001001,069001001006,2021-06-08T00:00:00
603171,税友股份,A股,上交所主板,2021-06-08T00:00:00,2021-03-31T00:00:00,0.1,0.06,276641989.81,1.7741,-48.4889,36501458.68,46.5114,-73.263,2.03,4.96672441,-0.720309,64.3306,互联网服务,-,-,058001001,069001001001,2021-06-08T00:00:00
605011,杭州热电,A股,上交所主板,2021-06-08T00:00:00,2021-03-31T00:00:00,0.15,0.12,627518148.17,61.3006,4.0727,52429854.41,178.3443,-34.1131,3.37,4.39650444,0.016538,14.7689,公用事业,-,-,058001001,069001001001,2021-06-08T00:00:00
688025,杰普特,A股,上交所科创板,2021-06-08T00:00:00,2021-03-31T00:00:00,0.24,-,255930633.81,174.2596,0.2699,21740752.31,211.4087,763.2377,1.34,17.72274971,-1.058555,33.212,电子元件,-,-,058001001,069001001006,2021-04-28T00:00:00
301004,嘉益股份,A股,深交所创业板,2021-06-07T00:00:00,2021-03-31T00:00:00,0.16,0.15,79169560.85,8.3829,-38.2668,11889892.01,-12.6298,-51.9575,3.03,5.31150765,0.386462,31.5875,家用轻工,-,-,058001001,069001002002,2021-06-07T00:00:00
301013,利和兴,A股,深交所创业板,2021-06-07T00:00:00,2021-03-31T00:00:00,-0.04,-0.04,41285319.89,-50.6414,-76.4399,-4065433.78,-119.0346,-117.4334,-0.72,5.13015174,-0.351753,31.5805,专用设备,-,-,058001001,069001002002,2021-06-07T00:00:00
001209,洪兴股份,A股,深交所主板,2021-06-07T00:00:00,2021-03-31T00:00:00,0.47,0.45,275546377.47,20.6055,-36.8091,32973206.72,30.3316,-38.6737,5.8,8.30771488,-0.828368,42.1159,纺织服装,-,-,058001001,069001002001,2021-06-07T00:00:00
688601,力芯微,A股,上交所科创板,2021-06-07T00:00:00,2021-03-31T00:00:00,0.5,0.45,166257825.71,45.0998,28.2185,24107492.93,30.5474,103.3496,7.19,7.23279576,-0.18356,31.0145,半导体,-,-,058001001,069001001006,2021-06-07T00:00:00
002197,证通电子,A股,深交所主板,2021-06-05T00:00:00,2021-03-31T00:00:00,0.01,-,254485084.11,6.8018,-59.8198,3365574.29,22.5498,-13.1225,0.14,4.69885677,0.016858,31.2457,计算机设备,-,-,058001001,069001002001,2021-04-30T00:00:00
300863,卡倍亿,A股,深交所创业板,2021-06-05T00:00:00,2021-03-31T00:00:00,0.22,-,438222966.18,197.6367,-11.5012,12032816.4,22.8156,-43.7329,2.05,10.72373355,0.730449,8.1123,汽车零部件,-,-,058001001,069001002002,2021-04-27T00:00:00
600276,恒瑞医药,A股,上交所主板,2021-06-04T00:00:00,2021-03-31T00:00:00,0.28,-,6929054893.69,25.367,-16.7328,1496547606.47,13.7691,-27.6957,4.78,6.0373417,0.037377,86.8611,化学制药,-,-,058001001,069001001001,2021-04-20T00:00:00
688276,百克生物,A股,上交所科创板,2021-06-04T00:00:00,2021-03-31T00:00:00,0.15,0.15,247252434.02,24.1243,-30.9962,55422347.37,11.1298,-26.9813,3.07,4.93834463,-0.214672,88.2964,生物制品,-,-,058001001,069001001006,2021-06-04T00:00:00
300984,金沃股份,A股,深交所创业板,2021-06-04T00:00:00,2021-03-31T00:00:00,0.39,-,176190704.84,35.4283,0.928,14113507.71,9.8039,-34.3403,-,8.17270638,0.526325,19.7547,通用设备,-,-,058001001,069001002002,2021-06-04T00:00:00
688690,纳微科技,A股,上交所科创板,2021-06-03T00:00:00,2021-03-31T00:00:00,0.0619,0.0571,66540427.86,161.3663,-13.7856,22054987.64,497.8485,-33.529,4.03,1.57134038,-0.053348,77.9822,化学制药,-,-,058001001,069001001006,2021-06-03T00:00:00
601929,吉视传媒,A股,上交所主板,2021-06-02T00:00:00,2021-03-31T00:00:00,0.0063,-,440413222.95,4.2087,-35.8996,19500537.26,82.2902,-20.6622,0.28,2.1299964,-0.004908,41.7745,文化传媒,-,-,058001001,069001001001,2021-04-30T00:00:00
688216,气派科技,A股,上交所科创板,2021-06-02T00:00:00,2021-03-31T00:00:00,0.25,0.24,152677498.96,92.3611,-8.9396,20229253.7,1329.6281,-18.3974,3.64,7.10103185,0.500747,28.6243,半导体,-,-,058001001,069001001006,2021-06-02T00:00:00
301012,扬电科技,A股,深交所创业板,2021-06-02T00:00:00,2021-03-31T00:00:00,0.13,0.14,86931786.01,55.5969,-28.218,8469028.63,43.8037,-35.147,2.18,6.23524877,-0.40264,21.9482,电网设备,-,-,058001001,069001002002,2021-06-02T00:00:00
001208,华菱线缆,A股,深交所主板,2021-06-02T00:00:00,2021-03-31T00:00:00,0.07,0.07,389213169.17,28.0652,-21.0097,28036130.07,291.9758,-27.6659,3.16,2.25123816,-0.675543,28.5264,电网设备,-,-,058001001,069001002001,2021-06-02T00:00:00
001207,联科科技,A股,深交所主板,2021-06-01T00:00:00,2021-03-31T00:00:00,0.4017,0.3626,334575782.73,77.2979,19.2822,54825870.06,429.3295,18.8233,9.43,4.4620046,-0.13326,29.8537,橡胶制品,-,-,058001001,069001002001,2021-06-01T00:00:00
688425,铁建重工,A股,上交所科创板,2021-06-01T00:00:00,2021-03-31T00:00:00,0.09,0.08,1862689371.3,98.0601,-26.322,341731816.94,127.5515,-27.311,4.04,2.23557645,-0.071562,34.9481,工程机械,-,-,058001001,069001001006,2021-06-01T00:00:00
688621,阳光诺和,A股,上交所科创板,2021-06-01T00:00:00,2021-03-31T00:00:00,0.34,0.34,95770787.75,29.8244,-15.1164,20534823.01,19.0133,-4.4439,10.3,3.49399181,0.095362,54.5192,医疗服务,-,-,058001001,069001001006,2021-06-01T00:00:00
605028,世茂能源,A股,上交所主板,2021-06-01T00:00:00,2021-03-31T00:00:00,0.3,0.3,88866887.56,50.6973,-2.9956,36300898.46,127.1674,-36.6529,8.0,3.93094565,0.367551,61.8308,电力行业,-,-,058001001,069001001001,2021-06-01T00:00:00
300476,胜宏科技,A股,深交所创业板,2021-05-31T00:00:00,2021-03-31T00:00:00,0.23,-,1569809944.28,64.5812,-13.5147,182458582.79,74.6154,92.5381,4.77,5.03292256,0.157332,22.4944,电子元件,-,-,058001001,069001002002,2021-04-29T00:00:00
688517,金冠电气,A股,上交所科创板,2021-05-31T00:00:00,2021-03-31T00:00:00,0.02,0.01,57541015.76,93.0607,-67.7741,1776285.45,122.8946,-94.6996,0.4,4.40222108,-0.377736,29.2012,电网设备,-,-,058001001,069001001006,2021-05-31T00:00:00
603511,爱慕股份,A股,上交所主板,2021-05-28T00:00:00,2021-03-31T00:00:00,0.36,0.36,895883346.37,13.7213,-12.7043,128745083.57,61.0704,-6.729,3.67,9.93144006,0.478786,71.0165,纺织服装,-,-,058001001,069001001001,2021-05-28T00:00:00
301011,华立科技,A股,深交所创业板,2021-05-28T00:00:00,2021-03-31T00:00:00,0.15,0.13,92258349.84,178.0995,-50.8758,10088462.33,218.7856,-59.1202,2.4,6.54407177,0.050206,25.6771,专用设备,-,-,058001001,069001002002,2021-05-28T00:00:00
301010,晶雪节能,A股,深交所创业板,2021-05-28T00:00:00,2021-03-31T00:00:00,0.06,0.05,85881018.82,12.2721,-75.4398,4974840.7,127.4412,-87.8199,0.89,6.96533318,-0.551315,23.5458,装修建材,-,-,058001001,069001002002,2021-05-28T00:00:00
688597,煜邦电力,A股,上交所科创板,2021-05-28T00:00:00,2021-03-31T00:00:00,0.02,0.02,43713211.8,21.9795,-77.2044,2401012.28,152.2637,-91.8771,0.44,4.17155846,0.195418,48.0465,电网设备,-,-,058001001,069001001006,2021-05-28T00:00:00
301009,可靠股份,A股,深交所创业板,2021-05-27T00:00:00,2021-03-31T00:00:00,0.2,0.19,332749095.49,6.0552,-17.2135,40247530.57,-14.9563,-12.4264,6.35,3.20600266,-0.233103,25.3725,美容护理,-,-,058001001,069001002002,2021-05-27T00:00:00
605296,神农集团,A股,上交所主板,2021-05-27T00:00:00,2021-03-31T00:00:00,0.87,0.87,862801080.58,32.9573,20.5835,314381608.26,-7.8509,56.9595,13.01,7.14584016,-0.121365,43.0536,农牧饲渔,-,-,058001001,069001001001,2021-05-27T00:00:00
600197,伊力特,A股,上交所主板,2021-05-26T00:00:00,2021-03-31T00:00:00,0.2811,-,544265775.73,255.3298,-15.4831,131448095.89,1475.8037,-5.7426,3.68,7.6148002,-0.050849,61.044,酿酒行业,-,-,058001001,069001001001,2021-04-28T00:00:00
301008,宏昌科技,A股,深交所创业板,2021-05-26T00:00:00,2021-03-31T00:00:00,0.41,0.35,161641855.25,83.0182,-22.3723,20421763.8,109.2059,-35.62,5.2,8.05503,-0.356295,25.3574,家电行业,-,-,058001001,069001002002,2021-05-26T00:00:00
688700,东威科技,A股,上交所科创板,2021-05-26T00:00:00,2021-03-31T00:00:00,0.24,0.24,161609930.27,173.9543,-18.3591,26693672.82,177.5499,-21.9025,7.19,3.48482087,0.095261,42.2487,专用设备,-,-,058001001,069001001006,2021-05-26T00:00:00
605389,长龄液压,A股,上交所主板,2021-05-26T00:00:00,2021-03-31T00:00:00,1.0,-,289804343.99,85.5862,5.1546,72837592.9,68.0395,11.579,9.7,17.28769879,-0.27614,36.3051,工程机械,-,-,058001001,069001001001,2021-04-30T00:00:00
603529,爱玛科技,A股,上交所主板,2021-05-26T00:00:00,2021-03-31T00:00:00,0.45,0.42,3127600595.24,68.8376,60.403,151953448.66,30.7858,1977.656,5.62,8.21388642,0.594232,12.2753,交运设备,-,-,058001001,069001001001,2021-05-26T00:00:00
688067,爱威科技,A股,上交所科创板,2021-05-26T00:00:00,2021-03-31T00:00:00,0.13,0.11,47239146.76,44.712,-21.5303,6573200.38,598.9584,-4.6122,2.74,4.77031065,-0.214046,57.8368,医疗器械,-,-,058001001,069001001006,2021-05-26T00:00:00
300995,奇德新材,A股,深交所创业板,2021-05-25T00:00:00,2021-03-31T00:00:00,0.14,0.14,68586656.79,93.7404,-22.3362,8964309.92,115.4408,-23.3524,2.44,5.88146043,-0.027625,28.526,塑料制品,-,-,058001001,069001002002,2021-05-25T00:00:00
688681,科汇股份,A股,上交所科创板,2021-05-25T00:00:00,2021-03-31T00:00:00,-,-,46696275.44,105.9933,-65.1796,-9079148.79,25.6616,-130.7029,-,4.07996746,-0.272315,38.6544,电网设备,-,-,058001001,069001001006,2021-05-25T00:00:00
301007,德迈仕,A股,深交所创业板,2021-05-25T00:00:00,2021-03-31T00:00:00,0.15,0.1,126187672.9,36.8164,-7.4399,17057418.33,219.9761,-21.344,4.46,3.39699065,-0.005418,27.7142,汽车零部件,-,-,058001001,069001002002,2021-05-25T00:00:00
688277,天智航,A股,上交所科创板,2021-05-25T00:00:00,2021-03-31T00:00:00,-0.06,-,22523377.19,4.136,-62.1237,-24462266.3,-81.6213,-652.8619,-2.48,2.32935033,-0.024668,75.045,医疗器械,-,-,058001001,069001001006,2021-04-28T00:00:00
300992,泰福泵业,A股,深交所创业板,2021-05-24T00:00:00,2021-03-31T00:00:00,0.2,0.2,119098396.09,48.2225,-7.4792,13457741.06,10.6524,7.4987,2.96,6.76716525,0.293725,23.0998,通用设备,-,-,058001001,069001002002,2021-05-24T00:00:00
600032,浙江新能,A股,上交所主板,2021-05-24T00:00:00,2021-03-31T00:00:00,0.01,0.01,481338641.01,4.826,-5.6222,23959362.16,8.8679,390.5499,0.36,3.52017815,0.016132,42.9729,电力行业,-,-,058001001,069001001001,2021-05-24T00:00:00
300614,百川畅银,A股,深交所创业板,2021-05-24T00:00:00,2021-03-31T00:00:00,0.39,0.37,125356256.9,-1.2942,-6.3506,46955912.42,5.8327,113.4828,4.44,8.93631341,0.17479,47.0712,环保行业,-,-,058001001,069001002002,2021-05-24T00:00:00
605090,九丰能源,A股,上交所主板,2021-05-24T00:00:00,2021-03-31T00:00:00,0.78,0.95,3102389470.54,49.8753,6.8248,279221874.33,185.1321,108.6169,10.53,7.75722013,0.109664,15.2462,燃气,-,-,058001001,069001001001,2021-05-24T00:00:00
300732,设研院,A股,深交所创业板,2021-05-24T00:00:00,2021-03-31T00:00:00,0.19,-,301980496.99,27.0795,-64.6235,43417441.41,19.6552,-70.9637,1.79,10.67052967,-0.674321,37.6295,工程咨询服务,-,-,058001001,069001002002,2021-04-28T00:00:00
605259,绿田机械,A股,上交所主板,2021-05-21T00:00:00,2021-03-31T00:00:00,0.44,0.46,369558905.39,70.4637,0.1189,29176576.37,54.5603,36.8862,4.29,10.51789667,0.296017,17.8384,通用设备,-,-,058001001,069001001001,2021-05-21T00:00:00
688345,博力威,A股,上交所科创板,2021-05-21T00:00:00,2021-03-31T00:00:00,0.62,0.62,455061707.7,106.9345,-8.2303,46786705.42,68.3404,28.9628,10.2,6.41815841,-0.074516,22.6871,电池,-,-,058001001,069001001006,2021-05-21T00:00:00
300993,玉马遮阳,A股,深交所创业板,2021-05-21T00:00:00,2021-03-31T00:00:00,0.31,0.3,103993915.03,60.4473,-17.9627,30876117.5,66.8222,-11.6853,4.65,6.88045564,0.167684,46.619,装修装饰,-,-,058001001,069001002002,2021-05-21T00:00:00
300214,日科化学,A股,深交所创业板,2021-05-20T00:00:00,2021-03-31T00:00:00,0.09,-,577964663.37,17.0049,-2.7686,38249194.58,-32.0347,45.6352,1.97,4.52200177,0.066876,12.3979,塑料制品,-,-,058001001,069001002002,2021-04-29T00:00:00
688359,三孚新科,A股,上交所科创板,2021-05-20T00:00:00,2021-03-31T00:00:00,0.18,0.17,85590948.61,117.6519,-13.126,12614548.1,200.511,-34.91,4.32,4.31379418,-0.055926,36.4295,电子化学品,-,-,058001001,069001001006,2021-05-20T00:00:00
688269,凯立新材,A股,上交所科创板,2021-05-20T00:00:00,2021-03-31T00:00:00,0.41,0.4,321009469.74,101.1501,7.5101,29033788.05,39.6542,-1.6118,8.32,5.19015778,-1.99496,15.897,化学制品,-,-,058001001,069001001006,2021-05-20T00:00:00
688131,皓元医药,A股,上交所科创板,2021-05-20T00:00:00,2021-03-31T00:00:00,0.97,0.96,225516899.25,120.8518,1.4555,54178609.59,323.9423,-6.2283,9.78,10.41330855,0.930734,53.953,化学制药,-,-,058001001,069001001006,2021-05-20T00:00:00
688613,奥精医疗,A股,上交所科创板,2021-05-20T00:00:00,2021-03-31T00:00:00,0.18,0.13,36686118.23,152.5517,-54.9947,18091487.92,15578.4356,-57.6673,2.62,6.40809113,0.268752,85.7329,医疗器械,-,-,058001001,069001001006,2021-05-20T00:00:00
836077,吉林碳谷,A股,北京证券交易所,2021-05-19T00:00:00,2021-03-31T00:00:00,0.2247,-,223823658.06,-53.5753,2.8106,65969418.33,871.4496,23.5177,15.64,1.54883868,0.273603,45.0844,-,-,-,058001001,069001017,2021-04-09T00:00:00
301005,超捷股份,A股,深交所创业板,2021-05-19T00:00:00,2021-03-31T00:00:00,0.45,0.44,93070489.75,59.3487,-18.6045,19320487.0,66.7875,-35.9036,6.92,6.73774725,0.545306,38.1058,汽车零部件,-,-,058001001,069001002002,2021-05-19T00:00:00
300991,创益通,A股,深交所创业板,2021-05-19T00:00:00,2021-03-31T00:00:00,0.32,0.31,116477625.43,44.6877,-21.5496,21517160.06,37.8134,-19.1337,6.24,5.19263478,0.413408,33.7999,电子元件,-,-,058001001,069001002002,2021-05-19T00:00:00
688319,欧林生物,A股,上交所科创板,2021-05-19T00:00:00,2021-03-31T00:00:00,0.056,0.0545,63437576.72,119.8882,-47.1445,20438249.15,875.5961,771594.4051,5.28,1.08958121,-0.056423,96.0383,生物制品,-,-,058001001,069001001006,2021-05-19T00:00:00
688076,诺泰生物,A股,上交所科创板,2021-05-19T00:00:00,2021-03-31T00:00:00,0.25,0.24,166192383.14,258.6169,-13.5071,39689926.57,901.4131,0.3586,4.03,6.28525295,0.089479,59.2674,医疗服务,-,-,058001001,069001001006,2021-05-19T00:00:00
688625,呈和科技,A股,上交所科创板,2021-05-19T00:00:00,2021-03-31T00:00:00,0.36,0.35,122381402.56,14.9504,-12.7974,36082189.58,11.3563,17.395,11.07,3.44180403,0.299209,49.6815,化学制品,-,-,058001001,069001001006,2021-05-19T00:00:00
301006,迈拓股份,A股,深交所创业板,2021-05-19T00:00:00,2021-03-31T00:00:00,0.22,0.21,64386900.56,137.7417,-51.3474,22610915.48,130.5087,-60.0821,3.98,5.54613268,0.098013,57.7825,仪器仪表,-,-,058001001,069001002002,2021-05-19T00:00:00
301003,江苏博云,A股,深交所创业板,2021-05-18T00:00:00,2021-03-31T00:00:00,-,-,145828473.74,79.5338,2.9871,25195361.68,17.0226,-27.898,-,6.87943808,-0.564901,28.9547,塑料制品,-,-,058001001,069001002002,2021-05-18T00:00:00
688660,电气风电,A股,上交所科创板,2021-05-18T00:00:00,2021-03-31T00:00:00,0.17,0.16,4430518997.42,1614.1633,-57.1416,134496884.07,167.3548,-51.8688,3.07,5.5554685,-2.376218,19.0211,风电设备,-,-,058001001,069001001006,2021-05-18T00:00:00
605319,无锡振华,A股,上交所主板,2021-05-18T00:00:00,2021-03-31T00:00:00,0.19,0.18,335591549.16,78.3364,-32.5997,28860017.18,342.695,-18.0076,2.45,7.95681411,0.673355,17.1768,汽车零部件,-,-,058001001,069001001001,2021-05-18T00:00:00
601156,东航物流,A股,上交所主板,2021-05-18T00:00:00,2021-03-31T00:00:00,0.48,0.47,4515503738.78,76.7773,-0.518,679128021.04,249.4807,3.4233,12.81,3.93085241,0.695023,26.3509,物流行业,-,-,058001001,069001001001,2021-05-18T00:00:00
301001,凯淳股份,A股,深交所创业板,2021-05-17T00:00:00,2021-03-31T00:00:00,0.24,0.23,174997519.65,4.3608,-44.0716,14376979.37,-12.2858,-53.3978,4.15,5.89467992,0.043103,27.8853,互联网服务,-,-,058001001,069001002002,2021-05-17T00:00:00
688314,康拓医疗,A股,上交所科创板,2021-05-17T00:00:00,2021-03-31T00:00:00,0.32,0.25,41107889.06,61.9836,-19.4064,13951427.47,100.4308,28.0415,5.55,5.93742284,0.168338,82.6603,医疗器械,-,-,058001001,069001001006,2021-05-17T00:00:00
001206,依依股份,A股,深交所主板,2021-05-17T00:00:00,2021-03-31T00:00:00,0.47,0.46,309614665.42,40.5511,-2.3192,33255926.55,17.4272,27.8001,4.56,10.53722146,0.446224,18.3615,美容护理,-,-,058001001,069001002001,2021-05-17T00:00:00
301000,肇民科技,A股,深交所创业板,2021-05-17T00:00:00,2021-03-31T00:00:00,0.7,0.696,149024712.01,92.2747,-9.2947,27987880.0,93.9937,-26.1748,9.89,7.4233165,0.120651,34.8002,塑料制品,-,-,058001001,069001002002,2021-05-17T00:00:00
