132,301039,中集车辆,详细,0.11,68.70亿,68.25,-10.75,2.03亿,130.16,-23.42,5.7568,2.02,0.0084,11.29,,汽车整车,06-21,https://data.eastmoney.com/bbsj/yjbb/301039.html
133,688087,英科再生,详细,0.43,4.15亿,68.96,-21.82,4282万,14397,5.971,10.07,4.34,0.8786,33.65,,塑料制品,06-18,https://data.eastmoney.com/bbsj/yjbb/688087.html
134,601665,齐鲁银行,详细,0.18,22.32亿,14.36,7.208,7.53亿,8.215,12.32,5.5481,3.36,-0.2864,-,,银行,06-17,https://data.eastmoney.com/bbsj/yjbb/601665.html
135,300540,深冷股份,详细,-0.0424,3389万,3.681,-85.40,-529.3万,45.09,-305.83,4.5072,-0.94,-0.1629,23.53,,专用设备,06-17,https://data.eastmoney.com/bbsj/yjbb/300540.html
136,001210,金房节能,详细,1.53,4.37亿,3.590,40.46,1.04亿,12.12,83.70,9.2292,18.05,-1.7854,30.09,,公用事业,06-17,https://data.eastmoney.com/bbsj/yjbb/001210.html
137,688226,威腾电气,详细,0.13,2.65亿,136.72,-17.91,1468万,405.26,-24.29,5.3366,2.38,-0.2936,20.50,,电网设备,06-16,https://data.eastmoney.com/bbsj/yjbb/688226.html
138,605287,德才股份,详细,0.73,6.98亿,-,-51.28,5448万,362.40,-0.225,9.6817,7.79,1.2789,12.20,,装修装饰,06-16,https://data.eastmoney.com/bbsj/yjbb/605287.html
139,605162,新中港,详细,0.06,1.42亿,-,-22.89,2006万,-6.660,-58.20,1.9164,3.32,0.0199,25.58,,公用事业,06-16,https://data.eastmoney.com/bbsj/yjbb/605162.html
140,301022,海泰科,详细,0.2115,1.07亿,8.246,-19.46,1015万,-27.24,-48.66,7.474,2.87,0.2823,27.35,,汽车零部件,06-16,https://data.eastmoney.com/bbsj/yjbb/301022.html
141,301021,英诺激光,详细,0.1721,8608万,100.17,-30.17,1956万,561.79,-45.92,5.3892,3.25,-0.0515,52.39,,电子元件,06-16,https://data.eastmoney.com/bbsj/yjbb/301021.html
142,301020,密封科技,详细,0.28,1.41亿,81.67,-5.437,3038万,148.07,12.77,3.8521,7.45,0.4054,41.21,,汽车零部件,06-16,https://data.eastmoney.com/bbsj/yjbb/301020.html
